org_name,org_alt_name,ein_num,bio,city,state,assets,income
International Cryosphere Climate Initiative,,27-2065612,"['ICCI serves as a network between scientists policymakers and people affected by <em>climate change</em> in the Cryosphere such as the Arctic Antarctic Himalayas; and downstream and low-lying nations.', ' Urgency Cryosphere process aiming at increasing <em>climate</em> ambition with sufficient urgency to prevent dangerous cryosphere collapse through cuts in fossil emissions and ICCI serves as the AMI sceretariat. Cryosphere Outreach: ICCI continued its educational programs aimed at conveying the observed <em>changes</em> to Cryophere today as well as projected <em>changes</em> and their global impacts with continued high emissions']",Pawlet,VT,266423,343581
Choose Your Change Inc,,27-2254605,"[' Arts, agriculture, health/wellness, sustainable, collaboration , Arts and culture, Environment, <em>Climate change,</em> Biodiversity, Philanthropy', 'Choose Your <em>Change</em> offers a complete suite of services and in-kind advisors for organizations and small businesses to create collaborative partnerships and systemic <em>change</em> for their local communities. We provide our clients with subject matter experts (SMEs) from relevant disciplines, that extra hand in getting to their next phase of growth and to support them through major transitions and milestones']",Brooklyn,NY,0,0
THE ELEPHANT PROJECT,,47-4705982,"[' elephants to areas where they are safe from human-elephant conflict. We will also work to address the base environmental challenges that are at the root of these conflicts - deforestation and <em>climate change.</em>', ' animals, <em>climate,</em> environment, elephants, Asia, Africa, Malawi, Cambodia, Myanmar, sanctuaries, training, education, collaboration, Environment, Biodiversity, Wildlife biodiversity, Endangered species protection, Wildlife']",Arlington,VA,0,0
TRANSITION FIDALGO & FRIENDS,,39-2056790,"[' Seventh Generation Suppers are a monthly community gathering for a simple supper and a presentation related to <em>climate change</em> and/or community resilience in the face of <em>climate change.</em>', 'to the challenges of <em>climate change,</em> energy uncertainty, and economic instability. Transition Fidalgo &amp; Friends promotes a move away from fossil fuels through decreasing demand, increasing efficiency, supporting renewable energy, and fostering the local production of food, energy, and goods.We serve the Skagit Valley, particularly Fidalgo and Guemes Islands. environment']",Anacortes,WA,0,0
"CGRS California, Inc.",CGRS-CA,47-2970078,"['Refugee Studies based at the University of California Law San Francisco. CGRS-CA enhances the capacity of attorneys to litigate successfully individual asylum cases, while advocating for institutional <em>changes</em> to benefit asylum seekers more broadly. We merge innovative technology and law to devise new and creative approaches aimed at empowering asylum advocates. With a staff of experienced and renowned educators', 'assistance (TA) and training services to practitioners; litigate select cases with the potential for maximum impact; and advocate for policy <em>changes</em> to safeguard the human rights of asylum seekers. ']",San Francisco,CA,573454,1214385
CENTRAL OREGON ENVIRONMENTAL CENTER INC,The Environmental Center,94-3098623,"[' environmental, Bend, recycling, education, <em>climate,</em> school gardens, energy, sustainability, Environment, Environmental education, Age groups, Children and youth, Adults, Family relationships, Families, Non-governmental organizations, Public charities', ' it. Our in-county Knott Landfill is projected to be full by 2029.Our Rethink Waste Project provides waste prevention and reduction education for Deschutes County residents. Rethink Waste is about <em>changing</em> our relationship with our stuff, and taking time to recognize the upstream and downstream effects of our consumption and avoiding waste in both directions. We connect residents, businesses and tourists']",Bend,OR,2997340,1295713
Institute for Energy and Climate Strategies Inc,IECS,82-1602932,"[""The Institute's mission is to advance sustainable development, improve access to energy and energy security, and reduce the harmful impacts of <em>climate change</em> and other environmental degradation. The Institute promotes the deployment of renewable energy, distributed energy generation and other environmentally sustainable technologies and management strategies.""]",Brooklyn,NY,84449,162286
World Resources Institute,WRI,52-1257057,"[' <em>Climate change</em> is an urgent threat to humanity that demands swift, decisive action.Fires. Droughts. Floods. Hurricanes. Rising seas. <em>Climate</em> impacts are being felt all around the world and on track to get much worse. Every year of delay and every tenth of a degree matters. The next few years is the last window we have to steer the world in a better and safer direction.Addressing <em>climate change</em> requires', 'shifts necessary to address <em>climate change.</em> We focus on ensuring near-term decisions align with our long-term temperature goals so all people can benefit from a safer world and thriving economies.Our International <em>Climate</em> Action Initiative uses analysis, innovation and partnerships to achieve effective national policies and implement the Paris Agreement on <em>climate change.</em> Our offices around the world']",Washington,DC,427715503,306033375
NEST4US,,83-2161815,"['and a plethora of societal issues including global hunger, <em>climate change,</em> quality education, poverty, mental health, gender equality, etc. Our overall vision is to empower people of all demographics to create a more compassionate and inclusive world.', ' Global Hunger, Quality Education, Kindness, Community Service, Volunteer solutions, <em>Climate</em> Action, Philanthropy, Giving Back, Generosity, Power of Youth']",Ashburn,VA,0,0
Plant-for-the-Planet U.S.,Plant-for-the-Planet,38-3940108,"['to zero and mitigate the <em>climate</em> crisis.A further goal is to empower children worldwide to take action against the <em>climate</em> crisis and to encourage other children to take on social responsibility for shaping a better future. This is achieved through one-day workshops (Academies) in which children learn many important details about the <em>climate</em> crisis and global justice.', ' <em>climate</em> crisis, trees, children,']",Dyersburg,TN,1723893,1509883
Anthropocene Alliance,,81-5166043,"['A2) has almost 300 member-communities in 42 U.S. states and territories. They are impacted by flooding, toxic waste, wildfires, and drought and heat  all compounded by reckless development and <em>climate change.</em> The consequence is broken lives and a ravaged environment.The goal of A2 is to help communities fight back. We do that by providing them organizing support, scientific and technical guidance, and', '  Environmental justice, <em>climate</em> justice, disasters, community organizing, education, advocacy, flooding, wildfires, drought, urban heat, toxic industry, extractive industry., Environment, Public safety, Disasters and emergency management']",Micanopy,FL,2197550,2344080
Climate Steps,,86-1789056,"[' action, mentoring, informatics, opportunities, methods, how-tos, Environment, <em>Climate change,</em> Environmental education, Health, Public health, Environmental health, Science, Social and economic status, Economically', ""<em>Climate</em> Step's mission is to provide the knowledge, means, and mentoring to any and all individuals, across the U.S. and internationally, who seek to take steps towards fighting the <em>climate</em> crisis. action""]",Washington,DC,0,0
Metafoundation,Post Carbon Institute,65-1208462,"[' resilience, energy, environment, economy, sustainability, <em>climate,</em> peak oil, Education, Environment, Agriculture, fishing and forestry, Age groups, Adults, Non-governmental organizations, Public charities', 'transport, andcommunications. But this growth has come with an equally unimaginablecost. We now find ourselves in a world of declines, including:     global oil, natural gas, and coal production      <em>climate</em> stability      fresh water and fish stocks      food production      biodiversity and habitats      economic activity']",Corvallis,OR,1156393,1451195
Youngzine News,,90-0850890,"[' <em>climate</em> literacy, environmental literacy, youth empowerment, Education, Elementary and secondary education, Middle school education, Secondary education, STEM education, Environment, Environmental justice, <em>Climate change,</em> Natural resources, Biodiversity, Environmental education', 'teach young people about the environment and the <em>changing</em> <em>climate</em> and empower them to create a future that is just and sustainable climate']",Cupertino,CA,0,0
LABOR COMMUNITY STRATEGY CENTER,Strategy Center,95-4201669,"[' urban transportation, <em>climate change,</em> criminal justice, environmental justice and youth leadership and organizing development, focused on low-income working class communities of color. Our work is focused in Los Angeles County and within that, South Central Los Angeles. ', '  mass transit, civil rights, environmental justice, school to prison pipeline, organizer training, <em>climate</em> justice, movement art, ']",Los Angeles,CA,3572891,832131
CHARLES STEWART MOTT FOUNDATION,,38-1211227,"['Development Finance: We aim to shape international investment policies for energy and infrastructure projects in ways that protect people and the environment in developing nations.•   Advancing <em>Climate Change</em> Solutions: We work to increase the use of renewable energy in developing countries, where more than 1 billion people lack access to electricity.•   Special Initiatives: We support unique opportunities', ' more meaningful opportunities for young people to participate in their schools, communities and the economy.•   Special Initiatives: We seek to respond to new strategies, unique opportunities and <em>changing</em> social, economic and political contexts. We support programs around the world that protect communities and the ecosystems upon which they depend. Our program areas:•   Addressing the Freshwater Challenge']",Flint,MI,3663290955,868562597
Connecticut Roundtable On Climate and Jobs,,82-4185276,"[' CRCJ works with Trades leaders to have labor lead on <em>climate change.</em> As we move towards a just energy transition, the need to educate existing and potential constituents about our work is critical. We launched a year-long series of on the ground communications we']",Clinton,CT,70897,234142
So You Want To Change the World,2030orbust,47-3846125,"['PRIMARY EXEMPT PURPOSE: TO EMPOWER AND MOBILIZE PEOPLE TO IMPACT GLOBAL ISSUES SUCH AS <em>CLIMATE CHANGE,</em> RAISE AWARINESS OF THE CRISIS', ' Skaters, Bikers, Roller Bladers  mobilizing the world to ending the <em>Climate</em> Crisis.']",Brooklyn,NY,4229,96338
Ozone Hole Inc,,73-1659012,"[' Ozone , Environment,Education,Climate <em>change,</em> Environment, Non-governmental organizations, Foundations']",Pocono Pines,PA,337,13849
Project WET Foundation Inc.,Project WET Foundation,20-0281441,"[' water education <em>climate,</em> Education, Education services, Environment, Natural resources, Water resources, Environmental education, Human services, Youth development, Age groups, Children and youth, Adults, Non-governmental organizations, Public charities', 'the Project WET Curriculum and Activity Guide 2.0 are the centerpiece of Project WET USA’s training program. In addition to Guide workshops, many host institutions also offer specialized training on <em>climate</em> and water resilience, early childhood education, wetlands, watersheds and water conservation. Stretching across five continents, the Project WET Global Network includes education and environment ministries']",Bozeman,MT,1090782,833818
